timestamp_s,Ia,Ib,Ic,Vdc,theta
1773984556.528763,-0.000000,-0.000000,0.000000,9.970000,4.670000
1773984556.539956,0.000000,0.000000,-0.000000,9.970000,4.670000
1773984556.539956,-0.000000,-0.000000,0.000000,9.970000,4.670000
1773984556.562108,-0.000000,0.000000,-0.000000,9.970000,4.670000
1773984556.562108,-0.000000,-0.000000,0.000000,9.970000,4.670000
1773984556.577611,0.000000,-0.000000,0.000000,9.980000,4.670000
1773984556.593421,0.000000,-0.000000,0.000000,9.970000,4.670000
1773984556.593421,0.000000,-0.000000,0.000000,9.970000,4.670000
1773984556.616688,-0.000000,0.000000,0.000000,9.970000,4.670000
1773984556.634444,0.000000,0.000000,-0.000000,9.970000,4.670000
1773984556.634444,-0.000000,-0.000000,-0.000000,9.950000,4.670000
1773984556.636740,-0.000000,-0.000000,0.000000,9.980000,4.670000
1773984556.636740,0.000000,-0.000000,-0.000000,9.970000,4.670000
1773984556.658116,0.000000,-0.000000,0.000000,9.970000,4.670000
1773984556.679785,0.000000,-0.000000,0.000000,9.970000,4.670000
1773984556.679785,0.000000,-0.000000,-0.000000,9.980000,4.670000
1773984556.683509,0.000000,0.000000,-0.000000,9.970000,4.670000
1773984556.705121,0.000000,-0.000000,0.000000,9.980000,4.670000
1773984556.705121,0.000000,-0.000000,-0.000000,9.980000,4.670000
1773984556.721558,-0.000000,0.000000,-0.000000,9.980000,4.670000
1773984556.721558,0.000000,0.000000,-0.000000,9.980000,4.670000
1773984556.743187,-0.000000,0.000000,0.000000,9.970000,4.670000
1773984556.745500,-0.000000,-0.000000,0.000000,9.970000,4.670000
1773984556.745500,0.000000,0.000000,-0.000000,9.970000,4.670000
1773984556.769623,0.000000,0.000000,-0.000000,9.970000,4.670000
1773984556.785844,-0.000000,0.000000,-0.000000,9.970000,4.670000
1773984556.785844,0.000000,-0.000000,0.000000,10.000000,4.670000
1773984556.805837,0.000000,0.000000,-0.000000,9.970000,4.670000
1773984556.805837,-0.000000,0.000000,-0.000000,9.970000,4.670000
1773984556.807770,-0.000000,0.000000,-0.000000,9.970000,4.670000
1773984556.833409,0.000000,0.000000,-0.000000,9.970000,4.680000
1773984556.833409,0.000000,-0.000000,0.000000,9.980000,4.680000
1773984556.850110,-0.000000,-0.000000,0.000000,9.970000,4.680000
1773984556.870728,-0.000000,0.000000,-0.000000,9.950000,4.680000
1773984556.870728,0.000000,-0.000000,0.000000,9.970000,4.680000
1773984556.881900,-0.000000,0.000000,0.000000,9.970000,4.680000
1773984556.881900,-0.000000,-0.000000,-0.000000,9.970000,4.680000
1773984556.897600,-0.000000,0.000000,-0.000000,9.970000,4.680000
1773984556.913783,0.000000,-0.000000,0.000000,9.970000,4.680000
