t_s,Ia,Ib,Ic,Vdc,theta,enc_angle
1774332908.250814,-0.46000,-0.03000,0.50000,23.96000,0.40580,0.00070
1774332908.250814,-0.50000,-0.03000,0.53000,23.94000,0.46860,0.00070
1774332908.250814,-0.55000,-0.02000,0.57000,23.94000,0.53150,0.00070
1774332908.250814,-0.58000,-0.02000,0.60000,23.94000,0.59430,0.00070
1774332908.250814,-0.58000,-0.01000,0.60000,23.94000,0.65710,0.00070
1774332908.250814,-0.58000,-0.01000,0.60000,23.94000,0.72000,0.00070
1774332908.251816,-0.57000,-0.01000,0.58000,23.94000,0.78280,0.00070
1774332908.251816,-0.55000,-0.01000,0.56000,23.94000,0.84560,0.00070
1774332908.251816,-0.53000,-0.01000,0.54000,23.93000,0.90850,0.00070
1774332908.251816,-0.49000,0.00000,0.48000,23.94000,0.97130,0.00070
1774332908.251816,-0.47000,0.05000,0.42000,23.94000,1.03410,0.00070
1774332908.258468,-0.47000,0.15000,0.32000,23.94000,1.09700,0.00070
1774332908.258468,-0.48000,0.26000,0.22000,23.96000,1.15980,0.00070
1774332908.258468,-0.48000,0.36000,0.12000,23.94000,1.22260,0.00070
1774332908.258468,-0.50000,0.44000,0.05000,23.94000,1.28540,0.00070
1774332908.258468,-0.53000,0.48000,0.04000,23.94000,1.34830,0.00070
1774332908.258468,-0.58000,0.54000,0.04000,23.94000,1.41110,0.00070
1774332908.258468,-0.60000,0.56000,0.03000,23.94000,1.47390,0.00070
1774332908.258468,-0.63000,0.60000,0.03000,23.94000,1.53680,0.00070
1774332908.258468,-0.65000,0.62000,0.02000,23.94000,1.59960,0.00070
