t_s,Ia,Ib,Ic,Vdc,theta,enc_angle
1774332909.715467,0.62000,-0.62000,0.00000,23.94000,4.67710,0.00070
1774332909.715467,0.64000,-0.63000,0.00000,23.94000,4.73990,0.00070
1774332909.715467,0.65000,-0.64000,0.00000,23.93000,4.80270,0.00070
1774332909.715467,0.64000,-0.63000,0.00000,23.94000,4.86550,0.00070
1774332909.715467,0.63000,-0.62000,0.00000,23.94000,4.92840,0.00070
1774332909.715467,0.60000,-0.60000,0.00000,23.96000,4.99120,0.00070
1774332909.715467,0.55000,-0.56000,0.00000,23.94000,5.05400,0.00070
1774332909.715467,0.50000,-0.52000,0.02000,23.96000,5.11690,0.00070
1774332909.715467,0.39000,-0.51000,0.11000,23.94000,5.17970,0.00070
1774332909.715467,0.27000,-0.52000,0.25000,23.94000,5.24250,0.00070
1774332909.715467,0.16000,-0.52000,0.36000,23.94000,5.30530,0.00070
1774332909.715467,0.06000,-0.51000,0.45000,23.94000,5.36820,0.00070
1774332909.715467,0.03000,-0.54000,0.51000,23.94000,5.43100,0.00070
1774332909.715467,0.02000,-0.56000,0.53000,23.94000,5.49380,0.00070
1774332909.715467,0.01000,-0.58000,0.56000,23.94000,5.55670,0.00070
1774332909.732398,0.02000,-0.60000,0.58000,23.94000,5.61950,0.00070
1774332909.732398,0.01000,-0.61000,0.59000,23.94000,5.68230,0.00070
1774332909.732398,0.01000,-0.62000,0.60000,23.93000,5.74510,0.00070
1774332909.732398,0.01000,-0.63000,0.61000,23.94000,5.80800,0.00070
1774332909.732398,0.02000,-0.61000,0.59000,23.93000,5.87080,0.00070
1774332909.732398,0.00000,-0.60000,0.59000,23.93000,5.93360,0.00070
1774332909.732398,0.00000,-0.59000,0.58000,23.94000,5.99640,0.00070
1774332909.732398,0.00000,-0.55000,0.55000,23.94000,6.05930,0.00070
1774332909.732398,-0.02000,-0.50000,0.52000,23.94000,6.12210,0.00070
1774332909.732398,-0.01000,-0.46000,0.48000,23.94000,6.18490,0.00070
1774332909.732398,-0.05000,-0.40000,0.46000,23.94000,6.24780,0.00070
1774332909.732398,-0.16000,-0.29000,0.45000,23.96000,0.02740,0.00070
1774332909.732398,-0.26000,-0.18000,0.44000,23.94000,0.09020,0.00070
1774332909.732398,-0.34000,-0.07000,0.41000,23.94000,0.15310,0.00070
1774332909.732398,-0.38000,-0.04000,0.42000,23.94000,0.21590,0.00070
1774332909.732398,-0.38000,-0.03000,0.42000,23.93000,0.27870,0.00070
1774332909.768056,-0.38000,-0.03000,0.41000,23.94000,0.34160,0.00070
1774332909.768056,-0.38000,-0.02000,0.41000,23.96000,0.40440,0.00070
1774332909.768056,-0.41000,-0.01000,0.43000,23.94000,0.46720,0.00070
1774332909.768056,-0.44000,-0.02000,0.46000,23.94000,0.53010,0.00070
1774332909.768056,-0.47000,-0.02000,0.49000,23.94000,0.59290,0.00070
1774332909.768056,-0.49000,-0.02000,0.51000,23.94000,0.65570,0.00070
1774332909.768056,-0.50000,-0.03000,0.53000,23.94000,0.71860,0.00070
1774332909.768056,-0.51000,-0.02000,0.54000,23.94000,0.78140,0.00070
1774332909.768056,-0.51000,-0.02000,0.54000,23.94000,0.84420,0.00070
1774332909.768056,-0.50000,-0.02000,0.52000,23.94000,0.90700,0.00070
1774332909.768056,-0.47000,-0.02000,0.50000,23.94000,0.96990,0.00070
1774332909.768056,-0.46000,0.00000,0.46000,23.93000,1.03270,0.00070
1774332909.768056,-0.45000,0.04000,0.40000,23.94000,1.09550,0.00070
1774332909.768056,-0.48000,0.15000,0.32000,23.94000,1.15840,0.00070
1774332909.768056,-0.50000,0.27000,0.23000,23.94000,1.22120,0.00070
1774332909.768056,-0.53000,0.40000,0.12000,23.96000,1.28400,0.00070
1774332909.772022,-0.56000,0.50000,0.05000,23.93000,1.34690,0.00070
1774332909.772022,-0.61000,0.56000,0.04000,23.94000,1.40970,0.00070
1774332909.772022,-0.63000,0.58000,0.04000,23.94000,1.47250,0.00070
1774332909.772022,-0.66000,0.62000,0.03000,23.94000,1.53540,0.00070
1774332909.772022,-0.67000,0.64000,0.03000,23.94000,1.59820,0.00070
1774332909.772022,-0.67000,0.64000,0.02000,23.94000,1.66100,0.00070
1774332909.772022,-0.65000,0.64000,0.00000,23.93000,1.72390,0.00070
1774332909.772022,-0.63000,0.62000,0.00000,23.94000,1.78670,0.00070
1774332909.772022,-0.59000,0.60000,-0.01000,23.94000,1.84950,0.00070
1774332909.772022,-0.52000,0.56000,-0.03000,23.94000,1.91240,0.00070
1774332909.772022,-0.47000,0.52000,-0.05000,23.94000,1.97520,0.00070
1774332909.772022,-0.36000,0.51000,-0.15000,23.96000,2.03800,0.00070
1774332909.772022,-0.24000,0.52000,-0.27000,23.94000,2.10090,0.00070
1774332909.772022,-0.14000,0.51000,-0.37000,23.96000,2.16370,0.00070
1774332909.772022,-0.06000,0.51000,-0.45000,23.94000,2.22650,0.00070
1774332909.772022,-0.04000,0.54000,-0.49000,23.94000,2.28940,0.00070
1774332909.778024,-0.03000,0.56000,-0.52000,23.94000,2.35220,0.00070
1774332909.778024,-0.02000,0.57000,-0.54000,23.94000,2.41500,0.00070
1774332909.778024,-0.01000,0.58000,-0.56000,23.94000,2.47790,0.00070
1774332909.778024,-0.01000,0.58000,-0.57000,23.94000,2.54070,0.00070
1774332909.778024,0.00000,0.59000,-0.58000,23.94000,2.60350,0.00070
1774332909.778024,0.00000,0.60000,-0.60000,23.96000,2.66640,0.00070
1774332909.778024,-0.01000,0.61000,-0.59000,23.94000,2.72920,0.00070
1774332909.778024,0.00000,0.60000,-0.60000,23.96000,2.79200,0.00070
1774332909.778024,0.00000,0.59000,-0.58000,23.94000,2.85490,0.00070
1774332909.778024,0.00000,0.56000,-0.56000,23.96000,2.91770,0.00070
1774332909.778024,0.00000,0.52000,-0.53000,23.93000,2.98050,0.00070
1774332909.778024,0.02000,0.47000,-0.50000,23.94000,3.04340,0.00070
1774332909.778024,0.09000,0.39000,-0.49000,23.94000,3.10620,0.00070
1774332909.778024,0.20000,0.28000,-0.48000,23.94000,3.16900,0.00070
1774332909.778024,0.31000,0.16000,-0.47000,23.94000,3.23190,0.00070
1774332909.778024,0.39000,0.06000,-0.45000,23.94000,3.29470,0.00070
1774332909.810537,0.41000,0.03000,-0.44000,23.96000,3.35750,0.00070
1774332909.810537,0.43000,0.03000,-0.46000,23.94000,3.42040,0.00070
1774332909.810537,0.42000,0.02000,-0.44000,23.96000,3.48320,0.00070
1774332909.810537,0.41000,0.03000,-0.44000,23.94000,3.54600,0.00070
1774332909.810537,0.41000,0.04000,-0.45000,23.96000,3.60890,0.00070
1774332909.810537,0.42000,0.04000,-0.47000,23.94000,3.67170,0.00070
1774332909.810537,0.45000,0.04000,-0.49000,23.94000,3.73450,0.00070
1774332909.810537,0.47000,0.03000,-0.51000,23.94000,3.79740,0.00070
1774332909.810537,0.50000,0.02000,-0.53000,23.94000,3.86020,0.00070
1774332909.810537,0.51000,0.01000,-0.53000,23.94000,3.92300,0.00070
1774332909.810537,0.52000,0.00000,-0.53000,23.94000,3.98590,0.00070
1774332909.810537,0.50000,0.00000,-0.50000,23.94000,4.04870,0.00070
1774332909.810537,0.46000,0.00000,-0.46000,23.94000,4.11150,0.00070
1774332909.810537,0.44000,-0.02000,-0.42000,23.96000,4.17430,0.00070
1774332909.810537,0.42000,-0.05000,-0.37000,23.96000,4.23720,0.00070
1774332909.810537,0.43000,-0.15000,-0.28000,23.94000,4.30000,0.00070
1774332909.810537,0.45000,-0.26000,-0.19000,23.94000,4.36280,0.00070
1774332909.810537,0.47000,-0.36000,-0.10000,23.94000,4.42570,0.00070
1774332909.810537,0.52000,-0.46000,-0.06000,23.94000,4.48850,0.00070
1774332909.810537,0.57000,-0.52000,-0.05000,23.94000,4.55130,0.00070
1774332909.810537,0.60000,-0.57000,-0.03000,23.94000,4.61410,0.00070
1774332909.810537,0.64000,-0.61000,-0.02000,23.94000,4.67700,0.00070
1774332909.810537,0.67000,-0.65000,-0.02000,23.96000,4.73980,0.00070
1774332909.810537,0.70000,-0.67000,-0.02000,23.94000,4.80260,0.00070
1774332909.810537,0.68000,-0.66000,-0.01000,23.93000,4.86540,0.00070
1774332909.810537,0.66000,-0.65000,0.00000,23.94000,4.92830,0.00070
1774332909.810537,0.60000,-0.61000,0.00000,23.94000,4.99110,0.00070
1774332909.810537,0.53000,-0.55000,0.01000,23.94000,5.05390,0.00070
1774332909.810537,0.43000,-0.51000,0.08000,23.94000,5.11680,0.00070
1774332909.810537,0.31000,-0.53000,0.21000,23.94000,5.17960,0.00070
1774332909.810537,0.19000,-0.54000,0.34000,23.94000,5.24240,0.00070
1774332909.810537,0.11000,-0.53000,0.41000,23.96000,5.30520,0.00070
1774332909.840564,0.05000,-0.53000,0.47000,23.94000,5.36810,0.00070
1774332909.840564,0.03000,-0.54000,0.50000,23.94000,5.43090,0.00070
1774332909.840564,0.02000,-0.55000,0.53000,23.94000,5.49370,0.00070
1774332909.840564,0.02000,-0.58000,0.56000,23.94000,5.55660,0.00070
1774332909.840564,0.02000,-0.61000,0.58000,23.93000,5.61940,0.00070
1774332909.840564,0.02000,-0.62000,0.59000,23.94000,5.68220,0.00070
1774332909.840564,0.02000,-0.63000,0.60000,23.94000,5.74500,0.00070
1774332909.840564,0.01000,-0.62000,0.60000,23.94000,5.80790,0.00070
1774332909.840564,0.01000,-0.62000,0.60000,23.96000,5.87070,0.00070
1774332909.840564,0.00000,-0.61000,0.60000,23.93000,5.93350,0.00070
1774332909.840564,0.00000,-0.59000,0.59000,23.94000,5.99640,0.00070
1774332909.840564,-0.01000,-0.54000,0.56000,23.94000,6.05920,0.00070
1774332909.840564,-0.02000,-0.51000,0.53000,23.94000,6.12200,0.00070
1774332909.840564,-0.02000,-0.46000,0.49000,23.96000,6.18480,0.00070
1774332909.840564,-0.09000,-0.39000,0.48000,23.94000,6.24770,0.00070
1774332909.840564,-0.20000,-0.27000,0.47000,23.94000,0.02730,0.00070
1774332909.853536,-0.30000,-0.16000,0.46000,23.94000,0.09010,0.00070
1774332909.853536,-0.40000,-0.05000,0.45000,23.93000,0.15300,0.00070
1774332909.853536,-0.42000,-0.04000,0.46000,23.94000,0.21580,0.00070
1774332909.853536,-0.44000,-0.03000,0.47000,23.93000,0.27860,0.00070
1774332909.853536,-0.44000,-0.02000,0.46000,23.93000,0.34150,0.00070
1774332909.853536,-0.43000,-0.01000,0.44000,23.94000,0.40430,0.00070
1774332909.853536,-0.42000,0.00000,0.42000,23.94000,0.46710,0.00070
1774332909.853536,-0.39000,-0.01000,0.40000,23.93000,0.53000,0.00070
1774332909.853536,-0.38000,-0.01000,0.40000,23.93000,0.59280,0.00070
1774332909.853536,-0.39000,-0.02000,0.42000,23.94000,0.65560,0.00070
1774332909.853536,-0.42000,-0.02000,0.45000,23.94000,0.71850,0.00070
1774332909.853536,-0.44000,-0.02000,0.47000,23.94000,0.78130,0.00070
1774332909.853536,-0.45000,-0.02000,0.48000,23.94000,0.84410,0.00070
1774332909.853536,-0.45000,-0.02000,0.47000,23.96000,0.90700,0.00070
1774332909.853536,-0.43000,-0.02000,0.45000,23.93000,0.96980,0.00070
1774332909.853536,-0.41000,0.00000,0.40000,23.94000,1.03260,0.00070
1774332909.859538,-0.39000,0.04000,0.35000,23.94000,1.09550,0.00070
1774332909.859538,-0.40000,0.14000,0.26000,23.93000,1.15830,0.00070
1774332909.859538,-0.41000,0.23000,0.17000,23.96000,1.22110,0.00070
1774332909.859538,-0.43000,0.33000,0.09000,23.94000,1.28390,0.00070
1774332909.859538,-0.47000,0.41000,0.05000,23.94000,1.34680,0.00070
1774332909.859538,-0.54000,0.48000,0.06000,23.94000,1.40960,0.00070
1774332909.859538,-0.58000,0.53000,0.05000,23.94000,1.47240,0.00070
1774332909.859538,-0.64000,0.59000,0.05000,23.94000,1.53530,0.00070
1774332909.859538,-0.67000,0.62000,0.04000,23.94000,1.59810,0.00070
1774332909.859538,-0.68000,0.64000,0.03000,23.94000,1.66090,0.00070
1774332909.859538,-0.68000,0.65000,0.02000,23.93000,1.72380,0.00070
1774332909.859538,-0.68000,0.66000,0.01000,23.94000,1.78660,0.00070
1774332909.859538,-0.65000,0.65000,0.00000,23.94000,1.84940,0.00070
1774332909.859538,-0.59000,0.61000,-0.01000,23.94000,1.91230,0.00070
1774332909.859538,-0.53000,0.56000,-0.03000,23.94000,1.97510,0.00070
1774332909.859538,-0.43000,0.52000,-0.08000,23.94000,2.03790,0.00070
1774332909.873546,-0.31000,0.53000,-0.22000,23.94000,2.10080,0.00070
1774332909.873546,-0.19000,0.52000,-0.33000,23.96000,2.16360,0.00070
1774332909.873546,-0.09000,0.53000,-0.43000,23.94000,2.22640,0.00070
1774332909.873546,-0.05000,0.54000,-0.48000,23.94000,2.28930,0.00070
1774332909.873546,-0.03000,0.57000,-0.53000,23.94000,2.35210,0.00070
1774332909.873546,-0.03000,0.60000,-0.57000,23.94000,2.41490,0.00070
1774332909.873546,-0.01000,0.62000,-0.61000,23.96000,2.47780,0.00070
1774332909.873546,0.00000,0.64000,-0.63000,23.94000,2.54060,0.00070
1774332909.873546,0.00000,0.64000,-0.64000,23.94000,2.60340,0.00070
1774332909.873546,0.00000,0.65000,-0.65000,23.94000,2.66630,0.00070
1774332909.873546,0.00000,0.63000,-0.64000,23.94000,2.72910,0.00070
1774332909.873546,0.00000,0.63000,-0.63000,23.94000,2.79190,0.00070
1774332909.873546,0.01000,0.61000,-0.62000,23.93000,2.85480,0.00070
1774332909.873546,0.01000,0.56000,-0.58000,23.96000,2.91760,0.00070
1774332909.873546,0.02000,0.53000,-0.55000,23.94000,2.98040,0.00070
1774332909.873546,0.08000,0.45000,-0.54000,23.94000,3.04330,0.00070
1774332909.889537,0.18000,0.36000,-0.54000,23.94000,3.10610,0.00070
1774332909.889537,0.28000,0.25000,-0.53000,23.96000,3.16890,0.00070
1774332909.889537,0.36000,0.14000,-0.50000,23.93000,3.23180,0.00070
1774332909.889537,0.43000,0.05000,-0.48000,23.94000,3.29460,0.00070
1774332909.889537,0.45000,0.02000,-0.47000,23.94000,3.35740,0.00070
1774332909.889537,0.45000,0.02000,-0.48000,23.94000,3.42030,0.00070
1774332909.889537,0.47000,0.01000,-0.49000,23.94000,3.48310,0.00070
1774332909.889537,0.48000,0.02000,-0.50000,23.94000,3.54590,0.00070
1774332909.889537,0.48000,0.01000,-0.50000,23.93000,3.60880,0.00070
1774332909.889537,0.45000,0.02000,-0.48000,23.94000,3.67160,0.00070
1774332909.889537,0.44000,0.02000,-0.46000,23.94000,3.73440,0.00070
1774332909.889537,0.40000,0.02000,-0.42000,23.94000,3.79730,0.00070
1774332909.889537,0.39000,0.01000,-0.41000,23.94000,3.86010,0.00070
1774332909.889537,0.39000,0.01000,-0.41000,23.94000,3.92290,0.00070
1774332909.889537,0.40000,0.00000,-0.41000,23.94000,3.98580,0.00070
1774332909.889537,0.39000,0.00000,-0.39000,23.94000,4.04860,0.00070
1774332909.916506,0.38000,0.00000,-0.38000,23.94000,4.11140,0.00070
1774332909.916506,0.36000,-0.01000,-0.35000,23.94000,4.17420,0.00070
1774332909.916506,0.36000,-0.07000,-0.29000,23.94000,4.23710,0.00070
1774332909.916506,0.37000,-0.18000,-0.18000,23.94000,4.29990,0.00070
1774332909.916506,0.35000,-0.25000,-0.10000,23.94000,4.36270,0.00070
1774332909.916506,0.36000,-0.30000,-0.06000,23.94000,4.42560,0.00070
1774332909.916506,0.38000,-0.32000,-0.05000,23.94000,4.48840,0.00070
1774332909.916506,0.43000,-0.37000,-0.05000,23.94000,4.55120,0.00070
1774332909.916506,0.47000,-0.42000,-0.05000,23.94000,4.61400,0.00070
1774332909.916506,0.54000,-0.50000,-0.03000,23.96000,4.67690,0.00070
1774332909.916506,0.59000,-0.56000,-0.03000,23.93000,4.73970,0.00070
1774332909.916506,0.64000,-0.61000,-0.02000,23.96000,4.80250,0.00070
1774332909.916506,0.65000,-0.62000,-0.02000,23.94000,4.86540,0.00070
1774332909.916506,0.67000,-0.64000,-0.02000,23.94000,4.92820,0.00070
1774332909.916506,0.67000,-0.65000,-0.02000,23.94000,4.99100,0.00070
1774332909.916506,0.63000,-0.62000,0.00000,23.94000,5.05380,0.00070
1774332909.925046,0.56000,-0.57000,0.00000,23.94000,5.11670,0.00070
1774332909.925046,0.46000,-0.53000,0.06000,23.93000,5.17950,0.00070
1774332909.925046,0.33000,-0.54000,0.20000,23.94000,5.24230,0.00070
1774332909.925046,0.21000,-0.53000,0.32000,23.94000,5.30520,0.00070
1774332909.925046,0.11000,-0.54000,0.42000,23.94000,5.36800,0.00070
1774332909.925046,0.05000,-0.55000,0.49000,23.94000,5.43080,0.00070
1774332909.925046,0.03000,-0.57000,0.53000,23.94000,5.49360,0.00070
1774332909.925046,0.03000,-0.61000,0.57000,23.94000,5.55650,0.00070
1774332909.925046,0.03000,-0.63000,0.60000,23.96000,5.61930,0.00070
1774332909.925046,0.03000,-0.65000,0.62000,23.94000,5.68210,0.00070
1774332909.925046,0.02000,-0.66000,0.63000,23.93000,5.74490,0.00070
1774332909.925046,0.02000,-0.66000,0.63000,23.93000,5.80780,0.00070
1774332909.925046,0.01000,-0.64000,0.63000,23.94000,5.87060,0.00070
1774332909.925046,0.01000,-0.64000,0.62000,23.94000,5.93340,0.00070
1774332909.925046,0.00000,-0.62000,0.62000,23.94000,5.99630,0.00070
1774332909.925046,0.00000,-0.59000,0.59000,23.94000,6.05910,0.00070
1774332909.963129,0.00000,-0.54000,0.55000,23.94000,6.12190,0.00070
1774332909.963129,-0.01000,-0.50000,0.52000,23.94000,6.18470,0.00070
1774332909.963129,-0.03000,-0.46000,0.49000,23.96000,6.24760,0.00070
1774332909.964082,-0.12000,-0.35000,0.48000,23.94000,0.02720,0.00070
1774332909.964082,-0.24000,-0.23000,0.48000,23.94000,0.09000,0.00070
1774332909.964082,-0.35000,-0.11000,0.47000,23.94000,0.15290,0.00070
1774332909.964082,-0.42000,-0.05000,0.47000,23.94000,0.21570,0.00070
1774332909.964082,-0.47000,-0.04000,0.51000,23.94000,0.27850,0.00070
1774332909.964082,-0.51000,-0.02000,0.53000,23.94000,0.34140,0.00070
1774332909.964082,-0.54000,-0.01000,0.55000,23.94000,0.40420,0.00070
1774332909.964082,-0.56000,0.00000,0.57000,23.93000,0.46700,0.00070
1774332909.964082,-0.58000,0.00000,0.58000,23.94000,0.52990,0.00070
1774332909.964082,-0.58000,0.00000,0.58000,23.96000,0.59270,0.00070
1774332909.964082,-0.57000,0.00000,0.58000,23.94000,0.65550,0.00070
1774332909.964082,-0.56000,0.00000,0.57000,23.94000,0.71840,0.00070
1774332909.964082,-0.54000,0.00000,0.54000,23.94000,0.78120,0.00070
1774332909.972045,-0.52000,0.00000,0.52000,23.93000,0.84400,0.00070
1774332909.972045,-0.49000,0.00000,0.49000,23.94000,0.90690,0.00070
1774332909.972045,-0.46000,0.02000,0.43000,23.94000,0.96970,0.00070
1774332909.972045,-0.45000,0.10000,0.35000,23.94000,1.03250,0.00070
1774332909.972045,-0.44000,0.19000,0.24000,23.96000,1.09540,0.00070
1774332909.972045,-0.42000,0.27000,0.15000,23.96000,1.15820,0.00070
1774332909.972045,-0.39000,0.32000,0.07000,23.94000,1.22100,0.00070
1774332909.972045,-0.40000,0.35000,0.04000,23.94000,1.28390,0.00070
1774332909.972045,-0.41000,0.37000,0.04000,23.94000,1.34670,0.00070
1774332909.972045,-0.46000,0.41000,0.04000,23.94000,1.40950,0.00070
1774332909.972045,-0.49000,0.45000,0.04000,23.94000,1.47240,0.00070
1774332909.972045,-0.55000,0.50000,0.04000,23.94000,1.53520,0.00070
1774332909.972045,-0.59000,0.54000,0.04000,23.94000,1.59800,0.00070
1774332909.972045,-0.61000,0.58000,0.03000,23.94000,1.66090,0.00070
1774332909.972045,-0.62000,0.59000,0.02000,23.96000,1.72370,0.00070
1774332909.972045,-0.60000,0.59000,0.01000,23.94000,1.78650,0.00070
1774332909.972045,-0.60000,0.60000,0.00000,23.94000,1.84940,0.00070
1774332909.972045,-0.57000,0.58000,0.00000,23.94000,1.91220,0.00070
1774332909.972045,-0.54000,0.55000,-0.01000,23.94000,1.97500,0.00070
1774332909.972045,-0.48000,0.51000,-0.02000,23.94000,2.03780,0.00070
1774332909.972045,-0.37000,0.51000,-0.13000,23.94000,2.10070,0.00070
1774332909.972045,-0.24000,0.51000,-0.27000,23.94000,2.16350,0.00070
1774332909.972045,-0.12000,0.51000,-0.38000,23.94000,2.22630,0.00070
1774332909.972045,-0.06000,0.52000,-0.45000,23.93000,2.28920,0.00070
1774332909.972045,-0.04000,0.55000,-0.50000,23.94000,2.35200,0.00070
1774332909.972045,-0.03000,0.58000,-0.54000,23.94000,2.41480,0.00070
1774332909.972045,-0.02000,0.60000,-0.58000,23.94000,2.47770,0.00070
1774332909.972045,-0.02000,0.63000,-0.60000,23.94000,2.54050,0.00070
1774332909.972045,-0.01000,0.64000,-0.62000,23.94000,2.60330,0.00070
1774332909.972045,0.00000,0.64000,-0.63000,23.93000,2.66620,0.00070
1774332909.972045,-0.01000,0.63000,-0.62000,23.94000,2.72900,0.00070
1774332909.972045,0.00000,0.63000,-0.62000,23.94000,2.79180,0.00070
1774332909.986048,0.00000,0.61000,-0.61000,23.94000,2.85470,0.00070
1774332909.986048,0.00000,0.58000,-0.57000,23.94000,2.91750,0.00070
1774332909.986048,0.00000,0.54000,-0.54000,23.96000,2.98030,0.00070
1774332909.986048,0.00000,0.49000,-0.50000,23.94000,3.04320,0.00070
1774332909.986048,0.04000,0.43000,-0.48000,23.93000,3.10600,0.00070
1774332909.986048,0.13000,0.34000,-0.47000,23.94000,3.16880,0.00070
1774332909.986048,0.22000,0.23000,-0.46000,23.96000,3.23170,0.00070
1774332909.986048,0.31000,0.13000,-0.44000,23.94000,3.29450,0.00070
1774332909.986048,0.38000,0.05000,-0.44000,23.94000,3.35730,0.00070
1774332909.986048,0.42000,0.04000,-0.46000,23.94000,3.42020,0.00070
1774332909.986048,0.44000,0.04000,-0.49000,23.94000,3.48300,0.00070
1774332909.986048,0.48000,0.04000,-0.53000,23.94000,3.54580,0.00070
1774332909.986048,0.52000,0.04000,-0.57000,23.94000,3.60870,0.00070
1774332909.986048,0.55000,0.04000,-0.60000,23.96000,3.67150,0.00070
1774332909.986048,0.57000,0.03000,-0.61000,23.94000,3.73430,0.00070
1774332909.986048,0.58000,0.02000,-0.60000,23.94000,3.79720,0.00070
1774332910.003056,0.58000,0.01000,-0.60000,23.94000,3.86000,0.00070
1774332910.003056,0.57000,0.00000,-0.57000,23.94000,3.92280,0.00070
1774332910.003056,0.55000,0.00000,-0.54000,23.94000,3.98570,0.00070
1774332910.003056,0.53000,-0.01000,-0.51000,23.93000,4.04850,0.00070
1774332910.003056,0.49000,-0.02000,-0.47000,23.94000,4.11130,0.00070
1774332910.003056,0.46000,-0.05000,-0.40000,23.96000,4.17420,0.00070
1774332910.003056,0.47000,-0.16000,-0.30000,23.96000,4.23700,0.00070
1774332910.003056,0.47000,-0.28000,-0.19000,23.94000,4.29980,0.00070
1774332910.003056,0.47000,-0.37000,-0.10000,23.94000,4.36260,0.00070
1774332910.003056,0.49000,-0.43000,-0.05000,23.94000,4.42550,0.00070
1774332910.003056,0.52000,-0.47000,-0.05000,23.94000,4.48830,0.00070
1774332910.003056,0.57000,-0.53000,-0.04000,23.94000,4.55110,0.00070
1774332910.003056,0.59000,-0.56000,-0.02000,23.94000,4.61390,0.00070
1774332910.003056,0.61000,-0.60000,-0.01000,23.94000,4.67680,0.00070
1774332910.003056,0.63000,-0.62000,0.00000,23.94000,4.73960,0.00070
1774332910.003056,0.62000,-0.62000,0.00000,23.94000,4.80240,0.00070
1774332910.043616,0.61000,-0.61000,0.00000,23.94000,4.86530,0.00070
1774332910.043616,0.60000,-0.60000,0.00000,23.93000,4.92810,0.00070
1774332910.043616,0.59000,-0.59000,0.00000,23.94000,4.99090,0.00070
1774332910.043616,0.55000,-0.55000,0.00000,23.94000,5.05370,0.00070
1774332910.043616,0.51000,-0.52000,0.01000,23.94000,5.11660,0.00070
1774332910.043616,0.45000,-0.50000,0.04000,23.96000,5.17940,0.00070
1774332910.043616,0.34000,-0.50000,0.16000,23.94000,5.24220,0.00070
1774332910.043616,0.23000,-0.50000,0.27000,23.94000,5.30510,0.00070
1774332910.043616,0.12000,-0.50000,0.38000,23.94000,5.36790,0.00070
1774332910.043616,0.04000,-0.50000,0.46000,23.94000,5.43070,0.00070
1774332910.043616,0.03000,-0.53000,0.50000,23.94000,5.49350,0.00070
1774332910.043616,0.03000,-0.57000,0.53000,23.94000,5.55640,0.00070
1774332910.043616,0.03000,-0.59000,0.56000,23.94000,5.61920,0.00070
1774332910.043616,0.03000,-0.61000,0.58000,23.94000,5.68200,0.00070
1774332910.043616,0.02000,-0.62000,0.59000,23.96000,5.74490,0.00070
1774332910.043616,0.03000,-0.64000,0.61000,23.94000,5.80770,0.00070
1774332910.043616,0.02000,-0.63000,0.61000,23.94000,5.87050,0.00070
1774332910.043616,0.00000,-0.62000,0.61000,23.94000,5.93330,0.00070
1774332910.043616,0.00000,-0.61000,0.60000,23.93000,5.99620,0.00070
1774332910.043616,0.00000,-0.57000,0.57000,23.94000,6.05900,0.00070
1774332910.043616,-0.01000,-0.52000,0.54000,23.93000,6.12180,0.00070
1774332910.043616,-0.02000,-0.47000,0.50000,23.96000,6.18470,0.00070
1774332910.043616,-0.08000,-0.40000,0.49000,23.94000,6.24750,0.00070
1774332910.043616,-0.17000,-0.30000,0.48000,23.94000,0.02710,0.00070
1774332910.043616,-0.26000,-0.19000,0.45000,23.94000,0.09000,0.00070
1774332910.043616,-0.33000,-0.09000,0.43000,23.94000,0.15280,0.00070
1774332910.044618,-0.35000,-0.05000,0.41000,23.96000,0.21560,0.00070
1774332910.044618,-0.36000,-0.04000,0.41000,23.94000,0.27840,0.00070
1774332910.044618,-0.38000,-0.04000,0.42000,23.93000,0.34130,0.00070
1774332910.044618,-0.42000,-0.03000,0.45000,23.96000,0.40410,0.00070
1774332910.044618,-0.48000,-0.02000,0.50000,23.96000,0.46690,0.00070
1774332910.044618,-0.50000,-0.02000,0.53000,23.94000,0.52980,0.00070
1774332910.060618,-0.54000,-0.02000,0.56000,23.94000,0.59260,0.00070
1774332910.060618,-0.55000,-0.02000,0.57000,23.94000,0.65540,0.00070
1774332910.060618,-0.56000,-0.02000,0.58000,23.96000,0.71830,0.00070
1774332910.060618,-0.55000,-0.02000,0.58000,23.94000,0.78110,0.00070
1774332910.060618,-0.55000,-0.02000,0.57000,23.94000,0.84390,0.00070
1774332910.060618,-0.54000,-0.02000,0.56000,23.94000,0.90680,0.00070
1774332910.060618,-0.51000,-0.01000,0.53000,23.94000,0.96960,0.00070
1774332910.060618,-0.50000,0.02000,0.47000,23.96000,1.03240,0.00070
1774332910.060618,-0.49000,0.12000,0.36000,23.94000,1.09530,0.00070
1774332910.060618,-0.50000,0.27000,0.23000,23.96000,1.15810,0.00070
1774332910.060618,-0.50000,0.38000,0.11000,23.94000,1.22090,0.00070
1774332910.060618,-0.51000,0.46000,0.04000,23.94000,1.28380,0.00070
1774332910.060618,-0.55000,0.51000,0.04000,23.94000,1.34660,0.00070
1774332910.060618,-0.60000,0.56000,0.03000,23.94000,1.40940,0.00070
1774332910.060618,-0.61000,0.58000,0.03000,23.94000,1.47230,0.00070
1774332910.060618,-0.64000,0.61000,0.03000,23.93000,1.53510,0.00070
1774332910.077616,-0.65000,0.62000,0.03000,23.96000,1.59790,0.00070
1774332910.077616,-0.65000,0.63000,0.01000,23.94000,1.66080,0.00070
1774332910.077616,-0.63000,0.61000,0.01000,23.94000,1.72360,0.00070
